2 0.8998
2.05263 0.889
2.10526 0.8456
2.15789 0.8476
2.21053 0.734
2.26316 0.7452
2.31579 0.2546
2.36842 0.034
2.42105 0.069
2.47368 0.1252
2.52632 0.0616
2.57895 0.0704
2.63158 0.0334
2.68421 0.0356
2.73684 0.0304
2.78947 0.0854
2.84211 0.095
2.89474 0.0374
2.94737 0.055
3 0.04
